,0,1
0,0.5345118989115226,0.3945825218684519
1,0.32410943545427995,0.3250191876575472
2,0.8939039817897392,0.140920131659787
3,0.06106533060232899,0.842729446152324
4,0.21991605333597775,0.48067617796777595
5,0.02218274461185299,0.7961298038715673
6,0.012906014438835545,0.6685328783754196
7,0.36994078709506495,0.3219440408361185
8,0.1712722233898203,0.4076740403705359
9,0.2958527884042551,0.885751932004696
10,0.7954672478877336,0.2887597862906335
11,0.25547878753029873,0.36855765733773505
12,0.7367876167188167,0.7370501927381433
13,0.13742591518582414,0.20272097084292418
14,0.2818980106027301,0.7799035037555359
15,0.7007777727918268,0.11512681925103208
16,0.8784294108720468,0.5932507413592927
17,0.38020499183073697,0.05430142729574661
18,0.30647366357594596,0.2994987067744078
19,0.6876764541847913,0.7982004054872848
